logP(o/w),logS,SlogP,GCUT_PEOE_1,PEOE_VSA+1,GCUT_PEOE_0,h_logD,h_logP,GCUT_SMR_1,PEOE_RPC-,PEOE_VSA+0,density,GCUT_SLOGP_1,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,a_ICM,h_log_pbo,GCUT_SMR_2,h_logS,PEOE_VSA_FPNEG,h_ema,rsynth,BCUT_SMR_3,balabanJ,BCUT_SLOGP_0,BCUT_PEOE_1,SMR_VSA3,BCUT_SLOGP_3,PEOE_VSA_POS,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,GCUT_SMR_3,KierFlex,PEOE_VSA+2,a_IC,chi1v,h_emd_C,BCUT_PEOE_3,GCUT_SLOGP_2,h_emd,PEOE_RPC+,KierA2,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,KierA3,KierA1,BCUT_PEOE_0,SMR_VSA1,PEOE_VSA_FPOS,GCUT_SLOGP_3,PEOE_VSA_FPPOS,SlogP_VSA9,VDistEq,vsa_pol,SlogP_VSA5,chi0v,SlogP_VSA4,PEOE_VSA_FNEG,PEOE_VSA_FHYD,SlogP_VSA8,bpol,b_rotR,weinerPath,opr_nrot,SMR,PEOE_VSA-0,Kier3,petitjean,PEOE_PC-,petitjeanSC,SMR_VSA7,GCUT_PEOE_3,lip_violation,b_1rotR,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,b_single,weinerPol,PEOE_VSA_FPOL,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,PEOE_VSA_PNEG,vsa_hyd,PEOE_VSA_HYD,zagreb,chi0,opr_violation,SlogP_VSA2,a_nH,TPSA,chi0v_C,mr,VAdjEq,b_count,SMR_VSA6,SlogP_VSA0,vdw_vol,diameter,h_pKb,a_count,PEOE_VSA_POL,PEOE_VSA+4,vsa_other,Q_VSA_HYD,SlogP_VSA3,b_1rotN,vdw_area,Q_VSA_POS,b_rotN,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,h_pavgQ,VAdjMa,opr_brigid,h_pstates,b_heavy,PEOE_VSA_PPOS,rings,a_nN,a_heavy,SMR_VSA2,h_pstrain,lip_acc,a_donacc,a_nC,a_acc,SMR_VSA4,opr_nring,ast_violation_ext,PEOE_VSA-3,radius,ast_violation,logPapp
5.1370001,-8.7143097,3.23207,-0.36713699,15.808495,-0.83934492,6.3176355,6.3172956,-0.2155181,0.090432316,370.5697,0.78959352,-0.31146187,0.43304425,-0.46030846,0.56363153,1.4683273,9.3327312,0.13711824,-8.1995106,0.13185085,12.477974,0.0,3.0057549,2.1273618,-2.8708169,-0.47525889,32.320816,2.7165568,600.82965,-0.31028131,13.608256,14.742526,0.043242972,3.591105,12.901175,96.556946,171.7943,19.328705,16.595089,2.7521181,0.019467426,25.888859,0.079567373,17.873632,145.84171,202.65158,-2.4724531,0.38707954,40.197308,11.306778,38.25536,-2.7284334,34.758167,0.80467749,3.3097324,0.10405808,271.85153,3.7667177,112.01617,84.662781,33.478104,20.82876,0.19532248,0.76409107,113.21043,83.633247,0.18181819,9990.0,21.0,20.327391,33.825527,14.105903,0.3888889,-3.446326,0.63636363,332.4025,3.3614657,2.0,0.18181819,22.23077,81.401527,740.987,3.446326,24.796417,107.0,88.0,0.23590893,143.17329,125.28875,28.877586,20.812668,11.253336,98.449257,556.95801,570.5249,266.0,39.730957,3.0,167.06511,64.0,168.46001,27.739758,20.56572,0.23842676,119.0,49.992279,79.41748,856.73828,18.0,14.0,117.0,176.14644,0.0,77.697189,746.67133,18.439579,10.0,746.67133,746.67133,10.0,81.401527,47.375866,70.572739,3.0,6.0,6.0,6.0,34.0,7.0,-0.003004852,6.7813597,28.0,1.0206616,55.0,77.697189,3.0,6.0,53.0,71.675438,0.001794083,13.0,11.0,40.0,7.0,0.0,2.0,6.0,13.566921,11.0,4.0,-5.42
4.1110001,-7.6012802,2.6921699,-0.38185328,15.808495,-0.84206313,5.3323307,5.3319907,-0.21605732,0.088269666,325.35275,0.79790026,-0.34232894,0.49301279,-0.48645151,0.61580157,1.4885569,9.3329163,0.15851116,-7.7814198,0.12954949,12.496084,0.0,3.0343101,1.7685483,-2.8587956,-0.51536518,32.320816,2.7280087,575.91223,-0.33788794,13.045307,14.179578,0.050025791,3.5963774,11.304033,116.85645,166.71837,19.025116,17.840263,2.779654,0.038064327,24.641073,0.07708399,16.351595,140.15913,221.51997,-2.4710639,0.45924678,40.197308,9.3948851,35.948158,-2.7269962,37.882481,0.80426651,3.3123169,0.10850481,205.19952,3.7401924,106.3336,84.662781,32.26218,16.417963,0.19573347,0.76194572,132.07884,80.580421,0.14545454,9397.0,18.0,19.662319,33.825527,11.774318,0.44444445,-3.5314114,0.80000001,265.75046,3.3658078,2.0,0.14545454,20.429419,81.401527,724.94397,3.5314114,24.491886,103.0,89.0,0.23805431,143.17329,120.86158,27.714449,20.188477,11.196194,92.766678,532.04053,545.60748,268.0,38.438065,3.0,167.06511,60.0,159.67,26.576622,19.928228,0.24540348,115.0,68.431854,61.406727,832.76569,18.0,14.0,112.0,170.46387,0.0,77.697189,716.07135,36.879158,8.0,716.07135,716.07135,8.0,81.401527,44.711407,70.572739,3.0,6.0,6.0,6.0,33.0,7.0,-0.003004849,6.7813597,32.0,1.0206616,55.0,77.697189,4.0,6.0,52.0,49.253891,0.001794082,13.0,10.0,39.0,7.0,0.0,3.0,4.0,13.566921,10.0,2.0,-5.95
5.3340001,-8.6083202,3.57427,-0.36698803,15.808495,-0.84130359,6.8576026,6.8572626,-0.21319209,0.088319816,370.5697,0.78431785,-0.31025335,0.41856411,-0.44446942,0.5404101,1.4589664,9.3329468,0.12841988,-8.5978794,0.1197162,12.500566,0.0,3.010644,2.1648073,-2.8655388,-0.4615207,32.320816,2.7221699,634.72913,-0.29537719,13.608256,14.742526,0.040837944,3.6287801,13.132648,130.45641,175.07597,19.719049,18.081726,2.7566624,0.018405816,24.881483,0.077127792,18.081635,140.15913,202.65158,-2.475605,0.38037053,40.197308,11.103734,39.22007,-2.7322106,37.882481,0.81912345,3.3504505,0.10026889,271.85153,3.7641683,106.3336,117.55997,34.425316,20.82876,0.18087657,0.78001493,113.21043,87.139664,0.17857143,10372.0,21.0,20.790119,33.825527,13.7904,0.3888889,-3.5294061,0.63636363,365.29968,3.3993995,2.0,0.17857143,22.3925,81.401527,755.01398,3.5294061,25.223938,110.0,92.0,0.2199851,143.17329,128.38234,29.877586,21.267082,11.308724,92.766678,590.85742,604.42438,272.0,40.6012,3.0,167.06511,66.0,159.67,28.739758,21.020418,0.23494832,122.0,49.992279,61.406727,877.815,18.0,14.0,120.0,170.46387,0.0,77.697189,774.88824,18.439579,10.0,774.88824,774.88824,10.0,81.401527,48.369259,70.572739,3.0,6.0,6.0,6.0,35.0,7.0,-0.003004842,6.8073549,28.0,1.0206616,56.0,77.697189,3.0,6.0,54.0,53.664684,0.001794078,13.0,10.0,41.0,7.0,0.0,2.0,5.0,13.566921,11.0,3.0,-5.73
5.3340001,-8.6083202,3.57427,-0.36698803,15.808495,-0.84130359,6.8576026,6.8572626,-0.21319209,0.088319816,370.5697,0.78431785,-0.31025335,0.41856411,-0.44446942,0.5404101,1.4589664,9.3329468,0.12841988,-8.5978794,0.1197162,12.500566,0.0,3.010644,2.1648073,-2.8655388,-0.4615207,32.320816,2.7221699,634.72913,-0.29537719,13.608256,14.742526,0.040837944,3.6287801,13.132648,130.45641,175.07597,19.719049,18.081726,2.7566624,0.018405816,24.881483,0.077127792,18.081635,140.15913,202.65158,-2.475605,0.38037053,40.197308,11.103734,39.22007,-2.7322106,37.882481,0.81912345,3.3504505,0.10026889,271.85153,3.7641683,106.3336,117.55997,34.425316,20.82876,0.18087657,0.78001493,113.21043,87.139664,0.17857143,10372.0,21.0,20.790119,33.825527,13.7904,0.3888889,-3.5294061,0.63636363,365.29968,3.3993995,2.0,0.17857143,22.3925,81.401527,755.01398,3.5294061,25.223938,110.0,92.0,0.2199851,143.17329,128.38234,29.877586,21.267082,11.308724,92.766678,590.85742,604.42438,272.0,40.6012,3.0,167.06511,66.0,159.67,28.739758,21.020418,0.23494832,122.0,49.992279,61.406727,877.815,18.0,14.0,120.0,170.46387,0.0,77.697189,774.88824,18.439579,10.0,774.88824,774.88824,10.0,81.401527,48.369259,70.572739,3.0,6.0,6.0,6.0,35.0,7.0,-0.003004842,6.8073549,28.0,1.0206616,56.0,77.697189,3.0,6.0,54.0,53.664684,0.001794078,13.0,10.0,41.0,7.0,0.0,2.0,5.0,13.566921,11.0,3.0,-7.0
5.5310001,-8.5023298,3.9164701,-0.35661671,15.808495,-0.8406294,7.3995724,7.3992486,-0.20625593,0.086282447,370.5697,0.77928954,-0.30236042,0.41321313,-0.43233445,0.53471178,1.4499449,9.3331633,0.12701815,-8.9969559,0.10843425,12.523401,0.0,3.0120571,2.2089617,-2.8609266,-0.4562887,32.320816,2.720896,668.62854,-0.29110774,13.608256,14.742526,0.039097201,3.666609,13.364986,164.35587,178.34322,20.109394,19.580135,2.7577875,0.015203857,23.866331,0.075348169,18.291813,134.47655,202.65158,-2.4800308,0.37385523,40.197308,10.915775,40.185974,-2.7374866,41.006798,0.83255422,3.3908002,0.096745975,271.85153,3.756861,100.65102,150.45715,35.372528,20.82876,0.16744576,0.79481977,113.21043,90.646072,0.1754386,10735.0,21.0,21.25285,33.825527,13.5,0.3888889,-3.6126323,0.63636363,398.19687,3.4370589,2.0,0.1754386,22.558893,81.401527,769.04095,3.6126323,25.651457,113.0,96.0,0.20518023,143.17329,131.47592,30.877586,21.721497,11.36366,87.084099,624.7569,638.32385,278.0,41.471443,3.0,167.06511,68.0,150.88,29.739758,21.474892,0.23157986,125.0,49.992279,43.395977,898.89178,18.0,14.0,123.0,164.78128,0.0,77.697189,803.1051,18.439579,10.0,803.1051,803.1051,10.0,81.401527,49.362881,70.572739,3.0,6.0,6.0,6.0,36.0,7.0,-0.002997434,6.83289,28.0,1.0206177,57.0,77.697189,3.0,6.0,55.0,35.653934,0.001789648,13.0,9.0,42.0,7.0,0.0,2.0,5.0,13.566921,11.0,3.0,-5.82
5.3340001,-8.6083202,3.57427,-0.36698803,15.808495,-0.84130359,6.8576026,6.8572626,-0.21319209,0.088319816,370.5697,0.78431785,-0.31025335,0.41856411,-0.44446942,0.5404101,1.4589664,9.3329468,0.12841988,-8.5978794,0.1197162,12.500566,0.0,3.010644,2.1648073,-2.8655388,-0.4615207,32.320816,2.7221699,634.72913,-0.29537719,13.608256,14.742526,0.040837944,3.6287801,13.132648,130.45641,175.07597,19.719049,18.081726,2.7566624,0.018405816,24.881483,0.077127792,18.081635,140.15913,202.65158,-2.475605,0.38037053,40.197308,11.103734,39.22007,-2.7322106,37.882481,0.81912345,3.3504505,0.10026889,271.85153,3.7641683,106.3336,117.55997,34.425316,20.82876,0.18087657,0.78001493,113.21043,87.139664,0.17857143,10372.0,21.0,20.790119,33.825527,13.7904,0.3888889,-3.5294061,0.63636363,365.29968,3.3993995,2.0,0.17857143,22.3925,81.401527,755.01398,3.5294061,25.223938,110.0,92.0,0.2199851,143.17329,128.38234,29.877586,21.267082,11.308724,92.766678,590.85742,604.42438,272.0,40.6012,3.0,167.06511,66.0,159.67,28.739758,21.020418,0.23494832,122.0,49.992279,61.406727,877.815,18.0,14.0,120.0,170.46387,0.0,77.697189,774.88824,18.439579,10.0,774.88824,774.88824,10.0,81.401527,48.369259,70.572739,3.0,6.0,6.0,6.0,35.0,7.0,-0.003004842,6.8073549,28.0,1.0206616,56.0,77.697189,3.0,6.0,54.0,53.664684,0.001794078,13.0,10.0,41.0,7.0,0.0,2.0,5.0,13.566921,11.0,3.0,-6.54
5.1370001,-8.7143097,3.23207,-0.36713699,15.808495,-0.83934492,6.3176355,6.3172956,-0.2155181,0.090432316,370.5697,0.78959352,-0.31146187,0.43304425,-0.46030846,0.56363153,1.4683273,9.3327312,0.13711824,-8.1995106,0.13185085,12.477974,0.0,3.0057549,2.1273618,-2.8708169,-0.47525889,32.320816,2.7165568,600.82965,-0.31028131,13.608256,14.742526,0.043242972,3.591105,12.901175,96.556946,171.7943,19.328705,16.595089,2.7521181,0.019467426,25.888859,0.079567373,17.873632,145.84171,202.65158,-2.4724531,0.38707954,40.197308,11.306778,38.25536,-2.7284334,34.758167,0.80467749,3.3097324,0.10405808,271.85153,3.7667177,112.01617,84.662781,33.478104,20.82876,0.19532248,0.76409107,113.21043,83.633247,0.18181819,9990.0,21.0,20.327391,33.825527,14.105903,0.3888889,-3.446326,0.63636363,332.4025,3.3614657,2.0,0.18181819,22.23077,81.401527,740.987,3.446326,24.796417,107.0,88.0,0.23590893,143.17329,125.28875,28.877586,20.812668,11.253336,98.449257,556.95801,570.5249,266.0,39.730957,3.0,167.06511,64.0,168.46001,27.739758,20.56572,0.23842676,119.0,49.992279,79.41748,856.73828,18.0,14.0,117.0,176.14644,0.0,77.697189,746.67133,18.439579,10.0,746.67133,746.67133,10.0,81.401527,47.375866,70.572739,3.0,6.0,6.0,6.0,34.0,7.0,-0.003004852,6.7813597,28.0,1.0206616,55.0,77.697189,3.0,6.0,53.0,71.675438,0.001794083,13.0,11.0,40.0,7.0,0.0,2.0,6.0,13.566921,11.0,4.0,-6.17
4.743,-8.9262896,2.5476699,-0.36753029,15.808495,-0.83912516,5.2350574,5.2347112,-0.21893343,0.095013782,370.5697,0.80096388,-0.31897238,0.45341608,-0.48684505,0.59597051,1.4881462,9.3322973,0.15122849,-7.401619,0.15909654,12.432638,0.0,3.0038259,2.0422966,-2.882278,-0.49977624,32.320816,2.7145169,533.0307,-0.33116147,13.608256,14.742526,0.046404615,3.5115564,12.441095,28.758026,165.18422,18.548018,13.612513,2.7505443,0.024780791,27.913586,0.083704077,17.464907,157.20685,202.65158,-2.4586413,0.40234792,40.197308,11.811868,36.329762,-2.7115493,28.509541,0.77224243,3.2236996,0.11256586,271.85153,3.7826133,123.38132,18.868406,31.583675,20.82876,0.2277576,0.72833759,113.21043,76.620422,0.18867925,9286.0,21.0,19.40193,33.825527,14.876033,0.3888889,-3.2801476,0.63636363,266.60812,3.2817996,3.0,0.18867925,21.922937,81.401527,712.93298,3.2801476,23.941376,101.0,80.0,0.27166238,143.17329,119.10158,26.877586,19.903839,11.138001,109.81441,489.15906,502.72598,254.0,37.990471,4.0,167.06511,60.0,186.03999,25.739758,19.655594,0.24573661,113.0,49.992279,115.43898,814.58478,18.0,14.0,111.0,187.5116,0.0,77.697189,690.23761,18.439579,10.0,690.23761,690.23761,10.0,81.401527,45.38982,70.572739,3.0,6.0,6.0,6.0,32.0,7.0,-0.003007597,6.7279205,28.0,1.0206779,53.0,77.697189,3.0,6.0,51.0,107.69694,0.001795725,13.0,13.0,38.0,7.0,0.0,2.0,5.0,13.566921,11.0,3.0,-6.23
5.3340001,-8.6083202,3.57427,-0.36698803,15.808495,-0.84130359,6.8576026,6.8572626,-0.21319209,0.088319816,370.5697,0.78431785,-0.31025335,0.41856411,-0.44446942,0.5404101,1.4589664,9.3329468,0.12841988,-8.5978794,0.1197162,12.500566,0.0,3.010644,2.1648073,-2.8655388,-0.4615207,32.320816,2.7221699,634.72913,-0.29537719,13.608256,14.742526,0.040837944,3.6287801,13.132648,130.45641,175.07597,19.719049,18.081726,2.7566624,0.018405816,24.881483,0.077127792,18.081635,140.15913,202.65158,-2.475605,0.38037053,40.197308,11.103734,39.22007,-2.7322106,37.882481,0.81912345,3.3504505,0.10026889,271.85153,3.7641683,106.3336,117.55997,34.425316,20.82876,0.18087657,0.78001493,113.21043,87.139664,0.17857143,10372.0,21.0,20.790119,33.825527,13.7904,0.3888889,-3.5294061,0.63636363,365.29968,3.3993995,2.0,0.17857143,22.3925,81.401527,755.01398,3.5294061,25.223938,110.0,92.0,0.2199851,143.17329,128.38234,29.877586,21.267082,11.308724,92.766678,590.85742,604.42438,272.0,40.6012,3.0,167.06511,66.0,159.67,28.739758,21.020418,0.23494832,122.0,49.992279,61.406727,877.815,18.0,14.0,120.0,170.46387,0.0,77.697189,774.88824,18.439579,10.0,774.88824,774.88824,10.0,81.401527,48.369259,70.572739,3.0,6.0,6.0,6.0,35.0,7.0,-0.003004842,6.8073549,28.0,1.0206616,56.0,77.697189,3.0,6.0,54.0,53.664684,0.001794078,13.0,10.0,41.0,7.0,0.0,2.0,5.0,13.566921,11.0,3.0,-5.64
4.743,-8.9262896,2.5476699,-0.36753029,15.808495,-0.83912516,5.2350574,5.2347112,-0.21893343,0.095013782,370.5697,0.80096388,-0.31897238,0.45341608,-0.48684505,0.59597051,1.4881462,9.3322973,0.15122849,-7.401619,0.15909654,12.432638,0.0,3.0038259,2.0422966,-2.882278,-0.49977624,32.320816,2.7145169,533.0307,-0.33116147,13.608256,14.742526,0.046404615,3.5115564,12.441095,28.758026,165.18422,18.548018,13.612513,2.7505443,0.024780791,27.913586,0.083704077,17.464907,157.20685,202.65158,-2.4586413,0.40234792,40.197308,11.811868,36.329762,-2.7115493,28.509541,0.77224243,3.2236996,0.11256586,271.85153,3.7826133,123.38132,18.868406,31.583675,20.82876,0.2277576,0.72833759,113.21043,76.620422,0.18867925,9286.0,21.0,19.40193,33.825527,14.876033,0.3888889,-3.2801476,0.63636363,266.60812,3.2817996,3.0,0.18867925,21.922937,81.401527,712.93298,3.2801476,23.941376,101.0,80.0,0.27166238,143.17329,119.10158,26.877586,19.903839,11.138001,109.81441,489.15906,502.72598,254.0,37.990471,4.0,167.06511,60.0,186.03999,25.739758,19.655594,0.24573661,113.0,49.992279,115.43898,814.58478,18.0,14.0,111.0,187.5116,0.0,77.697189,690.23761,18.439579,10.0,690.23761,690.23761,10.0,81.401527,45.38982,70.572739,3.0,6.0,6.0,6.0,32.0,7.0,-0.003007597,6.7279205,28.0,1.0206779,53.0,77.697189,3.0,6.0,51.0,107.69694,0.001795725,13.0,13.0,38.0,7.0,0.0,2.0,5.0,13.566921,11.0,3.0,-6.96
5.2529998,-9.73106,3.32337,-0.35240901,29.207598,-0.86051941,5.8568664,5.8568664,-0.21900006,0.093986869,420.20374,0.79447436,-0.31308156,0.45510095,-0.44016227,0.62448668,1.48365,10.69818,0.14818507,-8.2117949,0.16426767,11.561097,0.1509434,3.0038457,1.6986922,-2.8823566,-0.49718869,26.64856,2.7145095,587.60535,-0.33118856,14.191589,15.57586,0.046548493,3.5277798,11.496729,20.299505,169.13611,19.407743,13.18865,2.7507191,0.062754408,28.140064,0.082816057,16.957298,115.49698,220.29475,-2.4586308,0.52115297,40.197308,10.773957,35.933002,-2.7114723,3.1243138,0.83573234,3.2396173,0.11050623,266.60812,3.8380089,115.49698,18.868406,32.71381,20.399931,0.16426767,0.7252261,113.21043,78.373627,0.17857143,10325.0,21.0,20.42112,0.0,13.816559,0.3888889,-3.3159871,0.63636363,266.60812,3.295233,3.0,0.17857143,21.671528,81.401527,735.97101,3.3159871,25.013855,101.0,84.0,0.2747739,143.17329,123.58637,28.162043,20.80818,11.245952,115.49698,509.90814,509.90814,270.0,38.982033,4.0,183.85065,61.0,181.60001,26.817108,20.561451,0.24170427,117.0,49.992279,90.053757,848.96753,18.0,14.0,114.0,193.19417,0.0,77.697189,703.10229,18.439579,10.0,703.10229,703.10229,10.0,81.401527,45.698978,92.933022,3.0,10.0,9.0,6.0,34.0,6.0,0.0,6.8073549,32.0,1.0,56.0,77.697189,4.0,7.0,53.0,124.48247,0.0,13.0,12.0,40.0,6.0,4.7171016,3.0,6.0,0.0,11.0,4.0,-5.48
4.2270002,-8.6180296,2.7834699,-0.36252132,29.207598,-0.86051941,4.8716249,4.8716249,-0.22233817,0.091652416,374.98679,0.80300122,-0.34620064,0.50615609,-0.45862833,0.62632072,1.5042698,10.698365,0.1604728,-7.7937336,0.16329224,11.57921,0.15384616,3.0334883,1.4688106,-2.8739672,-0.52458686,26.64856,2.7272365,562.68787,-0.34646839,13.628641,15.012911,0.052769635,3.5333099,10.065168,40.59901,163.96541,19.104153,14.433986,2.7790322,0.068313897,26.89204,0.080744229,15.509207,109.81441,239.16316,-2.4543281,0.55117834,40.197308,8.9577188,33.746971,-2.7066576,6.2486277,0.83670777,3.2418535,0.11553445,199.95609,3.8186152,109.81441,18.868406,31.497889,15.989136,0.16329224,0.72117329,132.07884,75.320801,0.14285715,9729.0,18.0,19.75605,0.0,11.5468,0.44444445,-3.4010725,0.80000001,199.95609,3.2998104,2.0,0.14285715,19.921875,81.401527,719.92798,3.4010725,24.709326,97.0,85.0,0.27882668,143.17329,119.1592,26.998907,20.18399,11.187761,109.81441,484.99072,484.99072,272.0,37.68914,3.0,183.85065,57.0,172.81,25.653971,19.922482,0.24876592,113.0,68.431854,72.042999,824.995,18.0,14.0,109.0,187.5116,0.0,77.697189,672.50232,36.879158,8.0,672.50232,672.50232,8.0,81.401527,43.128826,92.933022,3.0,10.0,9.0,6.0,33.0,6.0,0.0,6.8073549,36.0,1.0,56.0,77.697189,5.0,7.0,52.0,102.06092,0.0,13.0,11.0,39.0,6.0,4.7171016,4.0,5.0,0.0,10.0,3.0,-6.72
5.2529998,-9.73106,3.32337,-0.35240901,29.207598,-0.86051941,5.8568664,5.8568664,-0.21900006,0.093986869,420.20374,0.79447436,-0.31308156,0.45510095,-0.44016227,0.62448668,1.48365,10.69818,0.14818507,-8.2117949,0.16426767,11.561097,0.1509434,3.0038457,1.6986922,-2.8823566,-0.49718869,26.64856,2.7145095,587.60535,-0.33118856,14.191589,15.57586,0.046548493,3.5277798,11.496729,20.299505,169.13611,19.407743,13.18865,2.7507191,0.062754408,28.140064,0.082816057,16.957298,115.49698,220.29475,-2.4586308,0.52115297,40.197308,10.773957,35.933002,-2.7114723,3.1243138,0.83573234,3.2396173,0.11050623,266.60812,3.8380089,115.49698,18.868406,32.71381,20.399931,0.16426767,0.7252261,113.21043,78.373627,0.17857143,10325.0,21.0,20.42112,0.0,13.816559,0.3888889,-3.3159871,0.63636363,266.60812,3.295233,3.0,0.17857143,21.671528,81.401527,735.97101,3.3159871,25.013855,101.0,84.0,0.2747739,143.17329,123.58637,28.162043,20.80818,11.245952,115.49698,509.90814,509.90814,270.0,38.982033,4.0,183.85065,61.0,181.60001,26.817108,20.561451,0.24170427,117.0,49.992279,90.053757,848.96753,18.0,14.0,114.0,193.19417,0.0,77.697189,703.10229,18.439579,10.0,703.10229,703.10229,10.0,81.401527,45.698978,92.933022,3.0,10.0,9.0,6.0,34.0,6.0,0.0,6.8073549,32.0,1.0,56.0,77.697189,4.0,7.0,53.0,124.48247,0.0,13.0,12.0,40.0,6.0,4.7171016,3.0,6.0,0.0,11.0,4.0,-6.55
5.2529998,-9.73106,3.32337,-0.35240901,29.207598,-0.86051941,5.8568664,5.8568664,-0.21900006,0.093986869,420.20374,0.79447436,-0.31308156,0.45510095,-0.44016227,0.62448668,1.48365,10.69818,0.14818507,-8.2117949,0.16426767,11.561097,0.1509434,3.0038457,1.6986922,-2.8823566,-0.49718869,26.64856,2.7145095,587.60535,-0.33118856,14.191589,15.57586,0.046548493,3.5277798,11.496729,20.299505,169.13611,19.407743,13.18865,2.7507191,0.062754408,28.140064,0.082816057,16.957298,115.49698,220.29475,-2.4586308,0.52115297,40.197308,10.773957,35.933002,-2.7114723,3.1243138,0.83573234,3.2396173,0.11050623,266.60812,3.8380089,115.49698,18.868406,32.71381,20.399931,0.16426767,0.7252261,113.21043,78.373627,0.17857143,10325.0,21.0,20.42112,0.0,13.816559,0.3888889,-3.3159871,0.63636363,266.60812,3.295233,3.0,0.17857143,21.671528,81.401527,735.97101,3.3159871,25.013855,101.0,84.0,0.2747739,143.17329,123.58637,28.162043,20.80818,11.245952,115.49698,509.90814,509.90814,270.0,38.982033,4.0,183.85065,61.0,181.60001,26.817108,20.561451,0.24170427,117.0,49.992279,90.053757,848.96753,18.0,14.0,114.0,193.19417,0.0,77.697189,703.10229,18.439579,10.0,703.10229,703.10229,10.0,81.401527,45.698978,92.933022,3.0,10.0,9.0,6.0,34.0,6.0,0.0,6.8073549,32.0,1.0,56.0,77.697189,4.0,7.0,53.0,124.48247,0.0,13.0,12.0,40.0,6.0,4.7171016,3.0,6.0,0.0,11.0,4.0,-5.6
